,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
11372,NVD-CWE-noinfo,CVE-2018-3279,4.9,1.2,LOW,HIGH,NONE
11373,NVD-CWE-noinfo,CVE-2018-3280,4.9,1.2,LOW,HIGH,NONE
11374,NVD-CWE-noinfo,CVE-2018-3281,6.1,2.8,LOW,NONE,REQUIRED
11375,NVD-CWE-noinfo,CVE-2018-3282,4.9,1.2,LOW,HIGH,NONE
11376,NVD-CWE-noinfo,CVE-2018-3283,4.4,0.7,HIGH,HIGH,NONE
11377,NVD-CWE-noinfo,CVE-2018-3284,4.4,0.7,HIGH,HIGH,NONE
11378,NVD-CWE-noinfo,CVE-2018-3285,4.9,1.2,LOW,HIGH,NONE
11379,NVD-CWE-noinfo,CVE-2018-3286,4.3,2.8,LOW,LOW,NONE
11380,NVD-CWE-noinfo,CVE-2018-3287,8.6,1.8,LOW,NONE,REQUIRED
11381,NVD-CWE-noinfo,CVE-2018-3288,8.6,1.8,LOW,NONE,REQUIRED
11382,NVD-CWE-noinfo,CVE-2018-3289,8.6,1.8,LOW,NONE,REQUIRED
11383,NVD-CWE-noinfo,CVE-2018-3290,8.6,1.8,LOW,NONE,REQUIRED
11384,NVD-CWE-noinfo,CVE-2018-3291,8.6,1.8,LOW,NONE,REQUIRED
11385,NVD-CWE-noinfo,CVE-2018-3292,8.6,1.8,LOW,NONE,REQUIRED
11386,NVD-CWE-noinfo,CVE-2018-3293,8.6,1.8,LOW,NONE,REQUIRED
11387,NVD-CWE-noinfo,CVE-2018-3294,9.0,2.3,LOW,LOW,REQUIRED
11388,NVD-CWE-noinfo,CVE-2018-3295,8.6,1.8,LOW,NONE,REQUIRED
11389,NVD-CWE-noinfo,CVE-2018-3296,8.6,1.8,LOW,NONE,REQUIRED
11390,NVD-CWE-noinfo,CVE-2018-3297,8.6,1.8,LOW,NONE,REQUIRED
11391,NVD-CWE-noinfo,CVE-2018-3298,8.6,1.8,LOW,NONE,REQUIRED
11392,NVD-CWE-noinfo,CVE-2018-3299,8.2,2.8,LOW,NONE,REQUIRED
11393,NVD-CWE-noinfo,CVE-2018-3300,5.4,2.8,LOW,LOW,NONE
11394,NVD-CWE-noinfo,CVE-2018-3301,6.1,2.8,LOW,NONE,REQUIRED
11395,NVD-CWE-noinfo,CVE-2018-3302,7.1,2.8,LOW,NONE,REQUIRED
11396,NVD-CWE-noinfo,CVE-2018-3303,6.5,3.9,LOW,NONE,NONE
11397,NVD-CWE-noinfo,CVE-2018-3304,6.5,3.9,LOW,NONE,NONE
11398,NVD-CWE-noinfo,CVE-2018-3305,6.3,2.8,LOW,LOW,NONE
11399,NVD-CWE-noinfo,CVE-2018-3309,8.2,1.5,LOW,HIGH,NONE
11400,NVD-CWE-noinfo,CVE-2018-3311,8.6,3.9,LOW,NONE,NONE
11401,NVD-CWE-noinfo,CVE-2018-3312,5.5,0.7,HIGH,HIGH,NONE
11402,NVD-CWE-noinfo,CVE-2018-3314,8.2,1.8,HIGH,LOW,NONE
11403,NVD-CWE-noinfo,CVE-2018-3315,8.2,1.8,HIGH,LOW,NONE
11404,NVD-CWE-noinfo,CVE-2018-3316,7.6,2.8,LOW,LOW,NONE
11405,CWE-415,CVE-2018-3560,7.8,1.8,LOW,LOW,NONE
11406,CWE-362,CVE-2018-3561,7.0,1.0,HIGH,LOW,NONE
11407,CWE-416,CVE-2018-3561,7.0,1.0,HIGH,LOW,NONE
11408,CWE-119,CVE-2018-3562,5.5,1.8,LOW,NONE,REQUIRED
11409,CWE-476,CVE-2018-3563,7.8,1.8,LOW,NONE,REQUIRED
11410,CWE-416,CVE-2018-3564,7.8,1.8,LOW,LOW,NONE
11411,CWE-119,CVE-2018-3565,7.8,1.8,LOW,NONE,REQUIRED
11412,CWE-119,CVE-2018-3566,7.8,1.8,LOW,NONE,REQUIRED
11413,CWE-119,CVE-2018-3567,7.8,1.8,LOW,LOW,NONE
11414,CWE-119,CVE-2018-3568,7.8,1.8,LOW,LOW,NONE
11415,CWE-125,CVE-2018-3569,7.8,1.8,LOW,LOW,NONE
11416,CWE-476,CVE-2018-3570,7.8,1.8,LOW,LOW,NONE
11417,CWE-416,CVE-2018-3571,7.8,1.8,LOW,LOW,NONE
11418,CWE-119,CVE-2018-3572,7.8,1.8,LOW,LOW,NONE
11419,CWE-119,CVE-2018-3573,7.8,1.8,LOW,LOW,NONE
11420,CWE-20,CVE-2018-3574,5.5,1.8,LOW,LOW,NONE
11421,CWE-129,CVE-2018-3576,7.8,1.8,LOW,LOW,NONE
11422,CWE-190,CVE-2018-3577,7.5,3.9,LOW,NONE,NONE
11423,CWE-119,CVE-2018-3578,7.8,1.8,LOW,NONE,REQUIRED
11424,CWE-125,CVE-2018-3579,5.5,1.8,LOW,LOW,NONE
11425,CWE-787,CVE-2018-3580,7.8,1.8,LOW,NONE,REQUIRED
11426,CWE-119,CVE-2018-3581,7.8,1.8,LOW,LOW,NONE
11427,CWE-119,CVE-2018-3582,7.8,1.8,LOW,LOW,NONE
11428,CWE-20,CVE-2018-3582,7.8,1.8,LOW,LOW,NONE
11429,CWE-119,CVE-2018-3583,7.8,1.8,LOW,LOW,NONE
11430,CWE-416,CVE-2018-3584,7.5,3.9,LOW,NONE,NONE
11431,CWE-190,CVE-2018-3586,9.8,3.9,LOW,NONE,NONE
11432,CWE-416,CVE-2018-3587,7.8,1.8,LOW,LOW,NONE
11433,NVD-CWE-noinfo,CVE-2018-3588,7.8,1.8,LOW,LOW,NONE
11434,CWE-119,CVE-2018-3589,9.8,3.9,LOW,NONE,NONE
11435,CWE-416,CVE-2018-3590,9.8,3.9,LOW,NONE,NONE
11436,CWE-1188,CVE-2018-3591,9.8,3.9,LOW,NONE,NONE
11437,CWE-476,CVE-2018-3592,9.8,3.9,LOW,NONE,NONE
11438,CWE-415,CVE-2018-3593,9.8,3.9,LOW,NONE,NONE
11439,CWE-125,CVE-2018-3594,9.8,3.9,LOW,NONE,NONE
11440,NVD-CWE-noinfo,CVE-2018-3595,5.5,1.8,LOW,LOW,NONE
11441,NVD-CWE-noinfo,CVE-2018-3596,9.8,3.9,LOW,NONE,NONE
11442,CWE-20,CVE-2018-3597,7.8,1.8,LOW,LOW,NONE
11443,CWE-200,CVE-2018-3598,7.5,3.9,LOW,NONE,NONE
11444,CWE-416,CVE-2018-3599,9.8,3.9,LOW,NONE,NONE
11445,CWE-611,CVE-2018-3600,6.5,2.8,LOW,LOW,NONE
11446,CWE-287,CVE-2018-3601,9.8,3.9,LOW,NONE,NONE
11447,CWE-89,CVE-2018-3602,8.8,2.8,LOW,LOW,NONE
11448,CWE-89,CVE-2018-3603,8.8,2.8,LOW,LOW,NONE
11449,CWE-89,CVE-2018-3604,8.8,2.8,LOW,LOW,NONE
11450,CWE-89,CVE-2018-3605,8.8,2.8,LOW,LOW,NONE
11451,CWE-89,CVE-2018-3606,8.8,2.8,LOW,LOW,NONE
11452,CWE-89,CVE-2018-3607,8.8,2.8,LOW,LOW,NONE
11453,CWE-94,CVE-2018-3608,9.8,3.9,LOW,NONE,NONE
11454,CWE-532,CVE-2018-3609,8.1,2.2,HIGH,NONE,NONE
11455,CWE-119,CVE-2018-3610,6.0,0.8,LOW,HIGH,NONE
11456,CWE-20,CVE-2018-3611,6.5,2.8,LOW,LOW,NONE
11457,CWE-20,CVE-2018-3612,7.8,1.8,LOW,LOW,NONE
11458,NVD-CWE-noinfo,CVE-2018-3613,7.8,1.8,LOW,LOW,NONE
11459,CWE-203,CVE-2018-3615,6.4,1.1,HIGH,LOW,NONE
11460,NVD-CWE-noinfo,CVE-2018-3616,5.9,2.2,HIGH,NONE,NONE
11461,CWE-200,CVE-2018-3619,4.6,0.9,LOW,NONE,NONE
11462,CWE-203,CVE-2018-3620,5.6,1.1,HIGH,LOW,NONE
11463,CWE-200,CVE-2018-3621,6.5,2.8,LOW,NONE,NONE
11464,CWE-119,CVE-2018-3624,8.3,1.6,HIGH,NONE,NONE
11465,CWE-200,CVE-2018-3626,4.7,1.0,HIGH,LOW,NONE
11466,NVD-CWE-noinfo,CVE-2018-3627,8.2,1.5,LOW,HIGH,NONE
11467,CWE-119,CVE-2018-3628,8.8,2.8,LOW,NONE,NONE
11468,CWE-119,CVE-2018-3629,6.5,2.8,LOW,NONE,NONE
11469,CWE-787,CVE-2018-3632,6.7,0.8,LOW,HIGH,NONE
11470,CWE-20,CVE-2018-3634,5.5,1.8,LOW,LOW,NONE
11471,CWE-20,CVE-2018-3635,7.8,1.8,LOW,LOW,NONE
11472,NVD-CWE-noinfo,CVE-2018-3638,7.8,1.8,LOW,LOW,NONE
11473,CWE-203,CVE-2018-3639,5.5,1.8,LOW,LOW,NONE
11474,CWE-203,CVE-2018-3640,5.6,1.1,HIGH,LOW,NONE
11475,NVD-CWE-noinfo,CVE-2018-3641,9.8,3.9,LOW,NONE,NONE
11476,NVD-CWE-noinfo,CVE-2018-3643,8.2,1.5,LOW,HIGH,NONE
11477,NVD-CWE-noinfo,CVE-2018-3645,7.8,1.8,LOW,LOW,NONE
11478,NVD-CWE-noinfo,CVE-2018-3646,5.6,1.1,HIGH,LOW,NONE
11479,CWE-427,CVE-2018-3649,7.8,1.8,LOW,LOW,NONE
11480,CWE-20,CVE-2018-3650,7.8,1.8,LOW,LOW,NONE
11481,CWE-200,CVE-2018-3652,7.6,0.9,LOW,NONE,NONE
11482,NVD-CWE-noinfo,CVE-2018-3655,7.3,0.9,LOW,NONE,NONE
11483,CWE-119,CVE-2018-3657,6.7,0.8,LOW,HIGH,NONE
11484,CWE-772,CVE-2018-3658,5.3,3.9,LOW,NONE,NONE
11485,NVD-CWE-noinfo,CVE-2018-3659,6.8,0.9,LOW,NONE,NONE
11486,CWE-119,CVE-2018-3661,5.5,1.8,LOW,LOW,NONE
11487,NVD-CWE-noinfo,CVE-2018-3662,8.0,2.1,LOW,LOW,NONE
11488,NVD-CWE-noinfo,CVE-2018-3663,5.7,2.1,LOW,LOW,NONE
11489,CWE-200,CVE-2018-3665,5.6,1.1,HIGH,LOW,NONE
11490,NVD-CWE-noinfo,CVE-2018-3666,8.8,2.0,LOW,LOW,NONE
11491,CWE-1188,CVE-2018-3667,7.8,1.8,LOW,LOW,NONE
11492,CWE-428,CVE-2018-3668,7.8,1.8,LOW,LOW,NONE
11493,NVD-CWE-noinfo,CVE-2018-3669,7.5,3.9,LOW,NONE,NONE
11494,CWE-119,CVE-2018-3670,8.8,2.0,LOW,LOW,NONE
11495,NVD-CWE-noinfo,CVE-2018-3671,5.7,2.1,LOW,LOW,NONE
11496,NVD-CWE-noinfo,CVE-2018-3672,8.8,2.0,LOW,LOW,NONE
11497,NVD-CWE-noinfo,CVE-2018-3679,9.6,2.8,LOW,NONE,NONE
11498,CWE-269,CVE-2018-3682,8.2,1.5,LOW,HIGH,NONE
11499,CWE-428,CVE-2018-3683,7.8,1.8,LOW,LOW,NONE
11500,CWE-428,CVE-2018-3684,7.8,1.8,LOW,LOW,NONE
11501,CWE-94,CVE-2018-3686,6.7,0.8,LOW,HIGH,NONE
11502,CWE-428,CVE-2018-3687,7.8,1.8,LOW,LOW,NONE
11503,CWE-428,CVE-2018-3688,7.8,1.8,LOW,LOW,NONE
11504,CWE-20,CVE-2018-3689,5.5,1.8,LOW,LOW,NONE
11505,NVD-CWE-noinfo,CVE-2018-3691,4.7,1.0,HIGH,LOW,NONE
11506,NVD-CWE-noinfo,CVE-2018-3693,5.6,1.1,HIGH,LOW,NONE
11507,CWE-287,CVE-2018-3696,5.5,1.8,LOW,LOW,NONE
11508,CWE-732,CVE-2018-3697,7.8,1.8,LOW,LOW,NONE
11509,NVD-CWE-noinfo,CVE-2018-3698,7.8,1.8,LOW,LOW,NONE
11510,CWE-79,CVE-2018-3699,6.1,2.8,LOW,NONE,REQUIRED
11511,CWE-94,CVE-2018-3700,6.7,0.8,LOW,HIGH,NONE
11512,CWE-732,CVE-2018-3701,7.8,1.8,LOW,LOW,NONE
11513,CWE-732,CVE-2018-3702,7.8,1.8,LOW,LOW,NONE
11514,CWE-732,CVE-2018-3703,7.8,1.8,LOW,LOW,NONE
11515,CWE-732,CVE-2018-3704,7.8,1.8,LOW,LOW,NONE
11516,CWE-732,CVE-2018-3705,5.5,1.8,LOW,LOW,NONE
11517,CWE-22,CVE-2018-3710,7.8,1.8,LOW,NONE,REQUIRED
11518,CWE-770,CVE-2018-3711,7.5,3.9,LOW,NONE,NONE
11519,CWE-22,CVE-2018-3712,6.5,2.8,LOW,LOW,NONE
11520,CWE-22,CVE-2018-3713,6.5,2.8,LOW,LOW,NONE
11521,CWE-22,CVE-2018-3714,6.5,2.8,LOW,LOW,NONE
11522,CWE-22,CVE-2018-3715,6.5,2.8,LOW,LOW,NONE
11523,CWE-79,CVE-2018-3716,5.4,2.3,LOW,LOW,REQUIRED
11524,CWE-79,CVE-2018-3717,5.4,2.3,LOW,LOW,REQUIRED
11525,NVD-CWE-noinfo,CVE-2018-3718,5.3,3.9,LOW,NONE,NONE
11526,CWE-20,CVE-2018-3719,8.8,2.8,LOW,LOW,NONE
11527,NVD-CWE-noinfo,CVE-2018-3720,8.8,2.8,LOW,LOW,NONE
11528,NVD-CWE-noinfo,CVE-2018-3721,6.5,2.8,LOW,LOW,NONE
11529,NVD-CWE-noinfo,CVE-2018-3722,8.8,2.8,LOW,LOW,NONE
11530,CWE-20,CVE-2018-3723,8.8,2.8,LOW,LOW,NONE
11531,CWE-22,CVE-2018-3724,7.5,3.9,LOW,NONE,NONE
11532,CWE-22,CVE-2018-3725,7.5,3.9,LOW,NONE,NONE
11533,CWE-79,CVE-2018-3726,6.1,2.8,LOW,NONE,REQUIRED
11534,CWE-22,CVE-2018-3727,7.5,3.9,LOW,NONE,NONE
11535,CWE-471,CVE-2018-3728,8.8,2.8,LOW,LOW,NONE
11536,CWE-22,CVE-2018-3729,7.5,3.9,LOW,NONE,NONE
11537,CWE-22,CVE-2018-3730,7.5,3.9,LOW,NONE,NONE
11538,CWE-22,CVE-2018-3731,7.5,3.9,LOW,NONE,NONE
11539,CWE-22,CVE-2018-3732,7.5,3.9,LOW,NONE,NONE
11540,CWE-22,CVE-2018-3733,7.5,3.9,LOW,NONE,NONE
11541,CWE-22,CVE-2018-3734,7.5,3.9,LOW,NONE,NONE
11542,CWE-79,CVE-2018-3735,6.1,2.8,LOW,NONE,REQUIRED
11543,CWE-185,CVE-2018-3737,7.5,3.9,LOW,NONE,NONE
11544,CWE-185,CVE-2018-3738,5.5,1.8,LOW,NONE,REQUIRED
11545,CWE-125,CVE-2018-3739,9.1,3.9,LOW,NONE,NONE
11546,CWE-20,CVE-2018-3740,7.5,3.9,LOW,NONE,NONE
11547,CWE-79,CVE-2018-3741,6.1,2.8,LOW,NONE,REQUIRED
11548,CWE-601,CVE-2018-3743,6.1,2.8,LOW,NONE,REQUIRED
11549,CWE-22,CVE-2018-3744,9.8,3.9,LOW,NONE,NONE
11550,CWE-125,CVE-2018-3745,9.1,3.9,LOW,NONE,NONE
11551,CWE-78,CVE-2018-3746,9.8,3.9,LOW,NONE,NONE
11552,CWE-79,CVE-2018-3747,6.1,2.8,LOW,NONE,REQUIRED
11553,CWE-79,CVE-2018-3748,6.1,2.8,LOW,NONE,REQUIRED
11554,CWE-20,CVE-2018-3749,9.8,3.9,LOW,NONE,NONE
11555,CWE-20,CVE-2018-3750,9.8,3.9,LOW,NONE,NONE
11556,CWE-20,CVE-2018-3751,9.8,3.9,LOW,NONE,NONE
11557,CWE-20,CVE-2018-3752,9.8,3.9,LOW,NONE,NONE
11558,CWE-20,CVE-2018-3753,9.8,3.9,LOW,NONE,NONE
11559,CWE-89,CVE-2018-3754,8.8,2.8,LOW,LOW,NONE
11560,CWE-79,CVE-2018-3755,6.1,2.8,LOW,NONE,REQUIRED
11561,CWE-347,CVE-2018-3756,7.5,3.9,LOW,NONE,NONE
11562,CWE-78,CVE-2018-3757,9.8,3.9,LOW,NONE,NONE
11563,CWE-434,CVE-2018-3758,8.8,2.8,LOW,LOW,NONE
11564,CWE-362,CVE-2018-3759,3.7,2.2,HIGH,NONE,NONE
11565,CWE-200,CVE-2018-3760,7.5,3.9,LOW,NONE,NONE
11566,CWE-287,CVE-2018-3761,8.1,2.8,LOW,NONE,REQUIRED
11567,CWE-281,CVE-2018-3762,4.3,2.8,LOW,LOW,NONE
11568,CWE-79,CVE-2018-3763,4.8,1.7,LOW,HIGH,REQUIRED
11569,CWE-79,CVE-2018-3764,4.8,1.7,LOW,HIGH,REQUIRED
11570,CWE-22,CVE-2018-3766,7.5,3.9,LOW,NONE,NONE
11571,NVD-CWE-noinfo,CVE-2018-3767,9.1,3.9,LOW,NONE,NONE
11572,CWE-79,CVE-2018-3769,6.1,2.8,LOW,NONE,REQUIRED
11573,CWE-22,CVE-2018-3770,5.5,1.8,LOW,LOW,NONE
11574,CWE-79,CVE-2018-3771,6.1,2.8,LOW,NONE,REQUIRED
11575,CWE-20,CVE-2018-3772,9.8,3.9,LOW,NONE,NONE
11576,CWE-79,CVE-2018-3773,6.1,2.8,LOW,NONE,REQUIRED
11577,CWE-601,CVE-2018-3774,10.0,3.9,LOW,NONE,NONE
11578,CWE-918,CVE-2018-3774,10.0,3.9,LOW,NONE,NONE
11579,CWE-287,CVE-2018-3775,8.8,2.8,LOW,LOW,NONE
11580,CWE-532,CVE-2018-3776,5.3,3.9,LOW,NONE,NONE
11581,CWE-172,CVE-2018-3777,9.8,3.9,LOW,NONE,NONE
11582,CWE-863,CVE-2018-3778,5.3,3.9,LOW,NONE,NONE
11583,NVD-CWE-noinfo,CVE-2018-3779,9.8,3.9,LOW,NONE,NONE
11584,CWE-79,CVE-2018-3780,5.4,2.3,LOW,LOW,REQUIRED
11585,CWE-79,CVE-2018-3781,5.4,2.3,LOW,LOW,REQUIRED
11586,CWE-89,CVE-2018-3783,9.8,3.9,LOW,NONE,NONE
11587,CWE-502,CVE-2018-3784,9.8,3.9,LOW,NONE,NONE
11588,CWE-94,CVE-2018-3784,9.8,3.9,LOW,NONE,NONE
11589,CWE-78,CVE-2018-3785,9.8,3.9,LOW,NONE,NONE
11590,CWE-78,CVE-2018-3786,9.8,3.9,LOW,NONE,NONE
11591,CWE-22,CVE-2018-3787,7.5,3.9,LOW,NONE,NONE
11592,CWE-200,CVE-2018-3809,5.3,3.9,LOW,NONE,NONE
11593,CWE-287,CVE-2018-3810,9.8,3.9,LOW,NONE,NONE
11594,CWE-89,CVE-2018-3811,9.8,3.9,LOW,NONE,NONE
11595,CWE-200,CVE-2018-3813,9.8,3.9,LOW,NONE,NONE
11596,CWE-434,CVE-2018-3814,8.8,2.8,LOW,LOW,NONE
11597,CWE-287,CVE-2018-3815,5.7,2.1,LOW,LOW,REQUIRED
11598,CWE-200,CVE-2018-3817,6.5,2.8,LOW,LOW,NONE
11599,CWE-79,CVE-2018-3818,6.1,2.8,LOW,NONE,REQUIRED
11600,CWE-601,CVE-2018-3819,6.1,2.8,LOW,NONE,REQUIRED
11601,CWE-79,CVE-2018-3820,6.1,2.8,LOW,NONE,REQUIRED
11602,CWE-79,CVE-2018-3821,6.1,2.8,LOW,NONE,REQUIRED
11603,CWE-22,CVE-2018-3822,9.8,3.9,LOW,NONE,NONE
11604,CWE-79,CVE-2018-3823,5.4,2.3,LOW,LOW,REQUIRED
11605,CWE-79,CVE-2018-3824,6.1,2.8,LOW,NONE,REQUIRED
11606,CWE-1188,CVE-2018-3825,5.9,2.2,HIGH,NONE,NONE
11607,CWE-311,CVE-2018-3826,6.5,2.8,LOW,LOW,NONE
11608,CWE-532,CVE-2018-3827,8.1,2.2,HIGH,NONE,NONE
11609,CWE-532,CVE-2018-3828,7.5,1.6,HIGH,LOW,NONE
11610,CWE-290,CVE-2018-3829,5.3,1.6,HIGH,LOW,NONE
11611,CWE-79,CVE-2018-3830,6.1,2.8,LOW,NONE,REQUIRED
11612,CWE-200,CVE-2018-3831,8.8,2.8,LOW,LOW,NONE
11613,CWE-434,CVE-2018-3832,9.0,2.3,LOW,LOW,REQUIRED
11614,NVD-CWE-noinfo,CVE-2018-3833,7.5,3.9,LOW,NONE,NONE
11615,CWE-346,CVE-2018-3834,7.4,2.2,HIGH,NONE,NONE
11616,CWE-787,CVE-2018-3835,8.8,2.8,LOW,NONE,REQUIRED
11617,CWE-78,CVE-2018-3836,7.8,1.8,LOW,LOW,NONE
11618,CWE-125,CVE-2018-3837,5.5,1.8,LOW,NONE,REQUIRED
11619,CWE-200,CVE-2018-3837,5.5,1.8,LOW,NONE,REQUIRED
11620,CWE-125,CVE-2018-3838,6.5,2.8,LOW,NONE,REQUIRED
11621,CWE-200,CVE-2018-3838,6.5,2.8,LOW,NONE,REQUIRED
11622,CWE-787,CVE-2018-3839,8.8,2.8,LOW,NONE,REQUIRED
11623,CWE-476,CVE-2018-3840,7.5,3.9,LOW,NONE,NONE
11624,CWE-20,CVE-2018-3840,7.5,3.9,LOW,NONE,NONE
11625,CWE-476,CVE-2018-3841,7.5,3.9,LOW,NONE,NONE
11626,CWE-824,CVE-2018-3842,8.8,2.8,LOW,NONE,REQUIRED
11627,CWE-704,CVE-2018-3843,8.8,2.8,LOW,NONE,REQUIRED
11628,CWE-416,CVE-2018-3844,7.8,1.8,LOW,NONE,REQUIRED
11629,CWE-415,CVE-2018-3845,7.8,1.8,LOW,NONE,REQUIRED
11630,CWE-787,CVE-2018-3846,8.8,2.8,LOW,NONE,REQUIRED
11631,CWE-787,CVE-2018-3847,8.8,2.8,LOW,NONE,REQUIRED
11632,CWE-787,CVE-2018-3848,8.8,2.8,LOW,NONE,REQUIRED
11633,CWE-787,CVE-2018-3849,8.8,2.8,LOW,NONE,REQUIRED
11634,CWE-416,CVE-2018-3850,8.8,2.8,LOW,NONE,REQUIRED
11635,CWE-787,CVE-2018-3851,7.8,1.8,LOW,NONE,REQUIRED
11636,CWE-20,CVE-2018-3852,7.5,3.9,LOW,NONE,NONE
11637,CWE-416,CVE-2018-3853,7.8,1.8,LOW,NONE,REQUIRED
11638,CWE-200,CVE-2018-3854,7.1,1.8,LOW,LOW,NONE
11639,CWE-415,CVE-2018-3855,7.8,1.8,LOW,NONE,REQUIRED
11640,CWE-88,CVE-2018-3856,9.9,3.1,LOW,LOW,NONE
11641,CWE-787,CVE-2018-3857,7.8,1.8,LOW,NONE,REQUIRED
11642,CWE-787,CVE-2018-3858,7.8,1.8,LOW,NONE,REQUIRED
11643,CWE-787,CVE-2018-3859,7.8,1.8,LOW,NONE,REQUIRED
11644,CWE-787,CVE-2018-3860,7.8,1.8,LOW,NONE,REQUIRED
11645,CWE-787,CVE-2018-3861,7.8,1.8,LOW,NONE,REQUIRED
11646,CWE-787,CVE-2018-3862,7.8,1.8,LOW,NONE,REQUIRED
11647,CWE-119,CVE-2018-3863,9.9,3.1,LOW,LOW,NONE
11648,CWE-119,CVE-2018-3864,8.8,2.8,LOW,LOW,NONE
11649,CWE-119,CVE-2018-3865,8.8,2.8,LOW,LOW,NONE
11650,CWE-119,CVE-2018-3866,9.9,3.1,LOW,LOW,NONE
11651,CWE-787,CVE-2018-3867,9.9,3.1,LOW,LOW,NONE
11652,CWE-787,CVE-2018-3868,7.8,1.8,LOW,NONE,REQUIRED
11653,CWE-787,CVE-2018-3870,7.8,1.8,LOW,NONE,REQUIRED
11654,CWE-787,CVE-2018-3871,7.8,1.8,LOW,NONE,REQUIRED
11655,CWE-119,CVE-2018-3872,9.9,3.1,LOW,LOW,NONE
11656,CWE-119,CVE-2018-3873,8.8,2.8,LOW,LOW,NONE
11657,CWE-119,CVE-2018-3874,8.8,2.8,LOW,LOW,NONE
11658,CWE-119,CVE-2018-3875,8.8,2.8,LOW,LOW,NONE
11659,CWE-119,CVE-2018-3876,8.8,2.8,LOW,LOW,NONE
11660,CWE-119,CVE-2018-3877,8.8,2.8,LOW,LOW,NONE
11661,CWE-119,CVE-2018-3878,9.9,3.1,LOW,LOW,NONE
11662,CWE-89,CVE-2018-3879,8.8,2.8,LOW,LOW,NONE
11663,CWE-787,CVE-2018-3880,9.9,3.1,LOW,LOW,NONE
11664,CWE-611,CVE-2018-3881,9.4,3.9,LOW,NONE,NONE
11665,CWE-89,CVE-2018-3882,8.8,2.8,LOW,LOW,NONE
11666,CWE-89,CVE-2018-3883,8.8,2.8,LOW,LOW,NONE
11667,CWE-89,CVE-2018-3884,8.8,2.8,LOW,LOW,NONE
11668,CWE-89,CVE-2018-3885,8.8,2.8,LOW,LOW,NONE
11669,CWE-787,CVE-2018-3886,7.8,1.8,LOW,NONE,REQUIRED
11670,CWE-787,CVE-2018-3887,7.8,1.8,LOW,NONE,REQUIRED
11671,CWE-787,CVE-2018-3888,7.8,1.8,LOW,NONE,REQUIRED
11672,CWE-787,CVE-2018-3889,7.8,1.8,LOW,NONE,REQUIRED
11673,CWE-78,CVE-2018-3890,6.8,0.9,LOW,NONE,NONE
11674,CWE-20,CVE-2018-3891,4.6,0.9,LOW,NONE,NONE
11675,CWE-119,CVE-2018-3892,9.8,3.9,LOW,NONE,NONE
11676,CWE-119,CVE-2018-3893,8.8,2.8,LOW,LOW,NONE
11677,CWE-119,CVE-2018-3894,8.8,2.8,LOW,LOW,NONE
11678,CWE-119,CVE-2018-3895,8.8,2.8,LOW,LOW,NONE
11679,CWE-119,CVE-2018-3896,8.8,2.8,LOW,LOW,NONE
11680,CWE-119,CVE-2018-3897,8.8,2.8,LOW,LOW,NONE
11681,CWE-119,CVE-2018-3898,7.5,1.6,HIGH,NONE,REQUIRED
11682,CWE-119,CVE-2018-3899,7.5,1.6,HIGH,NONE,REQUIRED
11683,CWE-119,CVE-2018-3900,8.8,2.8,LOW,NONE,REQUIRED
11684,CWE-119,CVE-2018-3902,9.9,3.1,LOW,LOW,NONE
11685,CWE-119,CVE-2018-3903,9.9,3.1,LOW,LOW,NONE
11686,CWE-119,CVE-2018-3904,9.9,3.1,LOW,LOW,NONE
11687,CWE-119,CVE-2018-3905,9.9,3.1,LOW,LOW,NONE
11688,CWE-787,CVE-2018-3906,8.2,1.5,LOW,HIGH,NONE
11689,CWE-444,CVE-2018-3907,8.6,3.9,LOW,NONE,NONE
11690,CWE-444,CVE-2018-3908,7.5,3.9,LOW,NONE,NONE
11691,CWE-444,CVE-2018-3909,8.6,3.9,LOW,NONE,NONE
11692,CWE-78,CVE-2018-3910,8.0,2.1,LOW,NONE,REQUIRED
11693,CWE-113,CVE-2018-3911,8.6,3.9,LOW,NONE,NONE
11694,CWE-119,CVE-2018-3912,7.8,1.8,LOW,LOW,NONE
11695,CWE-787,CVE-2018-3913,6.7,0.8,LOW,HIGH,NONE
11696,CWE-787,CVE-2018-3914,7.8,1.8,LOW,LOW,NONE
11697,CWE-787,CVE-2018-3915,8.2,1.5,LOW,HIGH,NONE
11698,CWE-787,CVE-2018-3916,7.8,1.8,LOW,LOW,NONE
11699,CWE-119,CVE-2018-3917,9.9,3.1,LOW,LOW,NONE
11700,CWE-707,CVE-2018-3918,7.5,3.9,LOW,NONE,NONE
11701,CWE-787,CVE-2018-3919,9.9,3.1,LOW,LOW,NONE
11702,CWE-20,CVE-2018-3920,6.8,0.9,LOW,NONE,NONE
11703,CWE-787,CVE-2018-3921,7.8,1.8,LOW,NONE,REQUIRED
11704,CWE-787,CVE-2018-3922,7.8,1.8,LOW,NONE,REQUIRED
11705,CWE-787,CVE-2018-3923,7.8,1.8,LOW,NONE,REQUIRED
11706,CWE-416,CVE-2018-3924,7.8,1.8,LOW,NONE,REQUIRED
11707,CWE-119,CVE-2018-3925,9.9,3.1,LOW,LOW,NONE
11708,CWE-191,CVE-2018-3926,5.5,1.8,LOW,LOW,NONE
